allstr,str_num,num_string,allnum,disc_num,nomeaning_num,nomeaning_str,missing10,missing50,targetnum,targetstr
b,1,1317,9457,8,1,T,0,1,0,F
p,e,2325,9054,10,1,T,0,1,0,F
f,q,8722,991,2,1,T,0,1,0,F
x,5,2647,7064,3,1,T,0,1,0,F
e,q,8649,400,6,1,T,0,1,0,F
l,u,3944,1450,7,1,T,0,1,0,F
g,1,907,8388,7,1,T,0,1,0,F
y,y,7700,1696,9,1,T,0,1,0,F
x,i,3491,2027,6,1,T,0,1,0,F
j,8,8507,4118,4,1,T,0,1,0,F
y,o,6124,4565,1,1,T,0,1,0,F
g,i,2334,7458,2,1,T,0,1,0,F
j,5,5729,9818,8,1,T,0,1,0,F
h,r,9736,9843,4,1,T,0,1,0,F
w,q,3170,4742,9,1,T,0,1,0,F
x,i,6569,1670,9,1,T,0,1,0,F
j,4,8565,3800,1,1,T,0,1,0,F
o,8,3260,7664,5,1,T,0,1,0,F
j,i,5688,2241,1,1,T,0,1,0,F
e,8,3232,2612,1,1,T,0,1,0,F
j,2,2776,6767,7,1,T,0,1,0,F
b,4,4572,3224,3,1,T,0,1,0,F
r,0,2934,2703,0,1,T,0,1,0,F
v,4,9396,3198,2,1,T,0,1,0,F
l,t,7085,4532,3,1,T,0,1,0,F
l,0,7136,7377,10,1,T,0,1,0,F
v,u,8996,5831,1,1,T,0,1,0,F
q,7,7640,718,1,1,T,0,1,0,F
u,q,3689,4749,4,1,T,0,1,0,F
o,4,6067,3339,10,1,T,0,1,0,F
u,1,8729,244,8,1,T,0,1,0,F
b,2,4256,100,8,1,T,0,1,0,F
l,e,8935,8084,6,1,T,0,1,0,F
f,4,852,6749,4,1,T,0,1,0,F
u,t,1851,2629,8,1,T,0,1,0,F
c,6,7222,2133,8,1,T,0,1,0,F
q,r,7895,5024,7,1,T,0,1,0,F
t,4,7356,5307,2,1,T,0,1,0,F
y,7,5478,5687,6,1,T,0,1,0,F
z,7,4792,6789,10,1,T,0,1,0,F
x,6,7618,3787,4,1,T,0,1,0,F
c,p,4188,4844,6,1,T,0,1,0,F
t,i,2459,9415,1,1,T,0,1,0,F
r,2,5333,9875,7,1,T,0,1,0,F
q,o,4712,4729,0,1,T,0,1,0,F
t,5,664,4189,8,1,T,0,1,0,F
h,i,1102,7655,5,1,T,0,1,0,F
q,t,3867,7434,7,1,T,0,1,0,F
v,t,2751,5724,7,1,T,0,1,0,F
v,i,7086,2596,4,1,T,0,1,0,F
u,u,8018,6694,3,1,T,0,1,0,F
t,e,9305,726,6,1,T,0,1,0,F
c,1,5478,9800,7,1,T,0,1,0,F
v,u,3397,8609,6,1,T,0,1,0,F
y,1,1052,3389,9,1,T,0,1,0,F
p,5,4502,7286,10,1,T,0,1,0,F
f,t,6365,2654,2,1,T,0,1,0,F
i,u,3662,7089,10,1,T,0,1,0,F
h,y,9521,1134,1,1,T,0,1,0,F
i,1,7970,9343,6,1,T,0,1,0,F
q,r,207,5548,2,1,T,0,1,0,F
d,e,3272,327,5,1,T,0,1,0,F
o,7,9843,7628,6,1,T,0,1,0,F
d,r,4734,197,5,1,T,0,1,0,F
t,t,3249,8497,1,1,T,0,1,0,F
g,6,9390,2254,9,1,T,0,1,0,F
k,0,9822,5362,1,1,T,0,1,0,F
w,o,347,2131,9,1,T,0,1,0,F
j,3,4390,3398,4,1,T,0,1,0,F
d,t,8300,5717,10,1,T,0,1,0,F
n,6,8565,4958,7,1,T,0,1,0,F
u,5,8263,701,1,1,T,0,1,0,F
c,w,5727,5127,5,1,T,0,1,0,F
p,8,2775,6030,8,1,T,0,1,0,F
k,i,518,3488,2,1,T,0,1,0,F
d,p,5172,9914,9,1,T,0,1,0,F
b,3,4016,8299,6,1,T,0,1,0,F
r,y,3653,5474,0,1,T,0,1,0,F
o,o,8811,20,7,1,T,0,1,0,F
x,p,4990,3546,10,1,T,0,1,0,F
h,6,5501,2196,8,1,T,0,1,0,F
s,9,1619,7961,5,1,T,0,1,0,F
e,0,7692,2353,6,1,T,0,1,0,F
y,4,9172,8909,6,1,T,0,1,0,F
h,u,4660,140,10,1,T,0,1,0,F
l,t,2503,8699,5,1,T,0,1,0,F
v,t,4383,5571,4,1,T,0,1,0,F
z,2,7834,2746,4,1,T,0,1,0,F
i,9,5320,6113,6,1,T,0,1,0,F
x,p,1568,8132,2,1,T,0,1,0,F
o,p,141,3442,8,1,T,0,1,0,F
c,5,7041,9348,5,1,T,0,1,0,F
e,2,8247,1165,0,1,T,0,1,0,F
r,r,9344,6643,2,1,T,0,1,0,F
j,9,8485,4561,2,1,T,0,1,0,F
j,0,3483,1074,4,1,T,0,1,0,F
a,y,8316,9961,8,1,T,0,1,0,F
m,p,9710,7254,3,1,T,0,1,0,F
l,6,2819,5556,0,1,T,0,1,0,F
a,q,7029,6197,6,1,T,0,1,0,F
d,0,3681,5455,1,1,T,0,1,0,F
q,3,3735,2070,2,1,T,0,1,0,F
q,p,6121,5256,4,1,T,0,1,0,F
f,t,4911,3962,10,1,T,0,1,0,F
o,p,4091,9754,6,1,T,0,1,0,F
q,p,3106,4546,6,1,T,0,1,0,F
a,u,8228,8509,5,1,T,0,1,0,F
o,i,4692,8389,5,1,T,0,1,0,F
x,4,9853,6825,0,1,T,0,1,0,F
h,7,8866,4690,7,1,T,0,1,0,F
m,5,4228,3577,10,1,T,0,1,0,F
z,e,2407,7627,9,1,T,0,1,0,F
f,0,5707,6178,9,1,T,0,1,0,F
e,y,4980,5438,10,1,T,0,1,0,F
x,0,4656,2083,0,1,T,0,1,0,F
f,p,2301,906,7,1,T,0,1,0,F
t,q,330,5745,5,1,T,0,1,0,F
i,1,7668,8438,2,1,T,0,1,0,F
u,p,159,6668,4,1,T,0,1,0,F
k,3,6881,447,1,1,T,0,1,0,F
e,3,7380,5169,9,1,T,0,1,0,F
o,1,8627,9231,5,1,T,0,1,0,F
n,p,1647,2898,0,1,T,0,1,0,F
t,q,7516,1042,1,1,T,0,1,0,F
f,8,6490,7691,0,1,T,0,1,0,F
f,5,4014,3224,4,1,T,0,1,0,F
j,q,8621,6208,6,1,T,0,1,0,F
c,0,5506,9537,5,1,T,0,1,0,F
e,7,5009,4834,3,1,T,0,1,0,F
o,5,5567,5524,9,1,T,0,1,0,F
e,0,3029,3324,4,1,T,0,1,0,F
x,7,3895,2848,9,1,T,0,1,0,F
w,o,578,3087,6,1,T,0,1,0,F
i,9,3606,1121,0,1,T,0,1,0,F
c,3,5783,6808,6,1,T,0,1,0,F
w,1,1612,9877,3,1,T,0,1,0,F
q,3,6883,1448,6,1,T,0,1,0,F
m,1,4215,9739,3,1,T,0,1,0,F
m,y,7846,4833,9,1,T,0,1,0,F
f,e,3882,6091,5,1,T,0,1,0,F
i,e,3004,6181,1,1,T,0,1,0,F
z,e,3065,2188,7,1,T,0,1,0,F
o,8,2740,5652,9,1,T,0,1,0,F
c,6,4379,7462,7,1,T,0,1,0,F
k,q,1857,6624,2,1,T,0,1,0,F
w,5,8439,7431,5,1,T,0,1,0,F
j,t,8274,9733,2,1,T,0,1,0,F
z,1,6033,1945,8,1,T,0,1,0,F
t,3,4940,3594,2,1,T,0,1,0,F
f,i,3282,8802,10,1,T,0,1,0,F
g,6,2626,7833,9,1,T,0,1,0,F
h,i,3703,4310,1,1,T,0,1,0,F
o,9,9548,7998,2,1,T,0,1,0,F
d,4,458,9478,3,1,T,0,1,0,F
d,w,3297,9410,3,1,T,0,1,0,F
f,p,8855,5364,7,1,T,0,1,0,F
j,7,6741,3681,5,1,T,0,1,0,F
y,y,626,1517,0,1,T,0,1,0,F
i,t,867,8841,2,1,T,0,1,0,F
x,y,4894,7327,2,1,T,0,1,0,F
z,4,3626,1679,2,1,T,0,1,0,F
o,4,9542,7590,4,1,T,0,1,0,F
u,5,1660,6373,9,1,T,0,1,0,F
g,9,6120,3774,6,1,T,0,1,0,F
z,p,3381,2702,9,1,T,0,1,0,F
d,q,9516,5427,10,1,T,0,1,0,F
e,u,6044,5862,6,1,T,0,1,0,F
m,w,9715,3815,3,1,T,0,1,0,F
n,6,8389,8946,6,1,T,0,1,0,F
l,w,9098,8132,8,1,T,0,1,0,F
k,8,6539,9073,3,1,T,0,1,0,F
q,t,8037,5799,2,1,T,0,1,0,F
q,y,4790,7192,6,1,T,0,1,0,F
q,p,3554,1674,3,1,T,0,1,0,F
f,q,2736,4325,9,1,T,0,1,0,F
k,e,4615,6113,4,1,T,0,1,0,F
y,8,7332,3553,5,1,T,0,1,0,F
t,7,5812,4835,7,1,T,0,1,0,F
o,q,1696,5857,6,1,T,0,1,0,F
h,5,3551,9958,1,1,T,0,1,0,F
j,1,3104,2023,0,1,T,0,1,0,F
p,p,9179,5418,9,1,T,0,1,0,F
u,5,9597,5748,8,1,T,0,1,0,F
o,0,4596,8139,2,1,T,0,1,0,F
q,i,2290,7873,4,1,T,0,1,0,F
t,u,5045,1720,1,1,T,0,1,0,F
d,r,4607,1202,9,1,T,0,1,0,F
j,w,1318,48,9,1,T,0,1,0,F
x,3,3135,9239,4,1,T,0,1,0,F
p,8,6232,8844,0,1,T,0,1,0,F
h,1,718,880,1,1,T,0,1,0,F
e,y,2205,9623,6,1,T,0,1,0,F
g,9,4622,6385,5,1,T,0,1,0,F
w,r,5649,4758,6,1,T,0,1,0,F
u,p,9353,6497,1,1,T,0,1,0,F
r,t,5077,7208,2,1,T,0,1,0,F
e,3,3850,9197,8,1,T,0,1,0,F
f,9,6182,5684,7,1,T,0,1,0,F
d,7,3425,8762,2,1,T,0,1,0,F
l,3,8033,2334,7,1,T,0,1,0,F
o,4,3815,5929,10,1,T,0,1,0,F
p,6,1037,4992,8,1,T,0,1,0,F
m,3,729,2848,1,1,T,0,1,0,F
n,u,9267,4092,9,1,T,0,1,0,F
q,1,7037,5521,7,1,T,0,1,0,F
b,r,574,139,2,1,T,0,1,0,F
x,2,6787,34,7,1,T,0,1,0,F
p,w,7337,644,3,1,T,0,1,0,F
p,q,1708,1007,9,1,T,0,1,0,F
m,q,4054,643,6,1,T,0,1,0,F
i,y,9102,6459,3,1,T,0,1,0,F
n,5,5381,9931,4,1,T,0,1,0,F
t,2,2357,9908,7,1,T,0,1,0,F
y,t,362,9246,9,1,T,0,1,0,F
b,3,6720,4507,10,1,T,0,1,0,F
b,o,9848,4079,8,1,T,0,1,0,F
l,y,7083,7850,1,1,T,0,1,0,F
r,4,192,3941,8,1,T,0,1,0,F
v,7,9621,5141,6,1,T,0,1,0,F
b,7,5784,2357,2,1,T,0,1,0,F
p,5,136,9877,7,1,T,0,1,0,F
o,u,4144,4197,5,1,T,0,1,0,F
l,q,6344,675,7,1,T,0,1,0,F
c,e,3059,5050,3,1,T,0,1,0,F
o,7,1988,9123,6,1,T,0,1,0,F
x,e,9018,4160,7,1,T,0,1,0,F
i,r,3443,5826,7,1,T,0,1,0,F
p,9,7220,1791,0,1,T,0,1,0,F
v,q,2115,5858,8,1,T,0,1,0,F
e,4,989,8341,4,1,T,0,1,0,F
t,e,2543,7406,3,1,T,0,1,0,F
m,1,6627,6585,1,1,T,0,1,0,F
n,r,7112,3811,0,1,T,0,1,0,F
t,t,668,843,6,1,T,0,1,0,F
z,q,259,1851,0,1,T,0,1,0,F
q,3,1438,3221,1,1,T,0,1,0,F
w,4,1258,3319,5,1,T,0,1,0,F
f,y,3735,8454,7,1,T,0,1,0,F
g,y,7940,3009,1,1,T,0,1,0,F
y,r,2905,7726,7,1,T,0,1,0,F
n,9,9813,7009,10,1,T,0,1,0,F
y,e,2468,1387,3,1,T,0,1,0,F
x,r,5765,8948,10,1,T,0,1,0,F
s,u,6930,7798,9,1,T,0,1,0,F
x,r,7278,4440,5,1,T,0,1,0,F
y,r,1174,5528,1,1,T,0,1,0,F
w,9,2286,7636,3,1,T,0,1,0,F
t,y,3514,3470,4,1,T,0,1,0,F
b,1,4317,2920,8,1,T,0,1,0,F
k,e,9744,1507,10,1,T,0,1,0,F
k,q,4897,4428,4,1,T,0,1,0,F
z,6,475,3212,9,1,T,0,1,0,F
j,q,3059,8266,1,1,T,0,1,0,F
m,8,9528,9708,1,1,T,0,1,0,F
h,q,1448,7091,3,1,T,0,1,0,F
s,e,7439,4416,1,1,T,0,1,0,F
z,3,3180,5372,0,1,T,0,1,0,F
d,3,4256,4650,2,1,T,0,1,0,F
v,3,7781,5932,8,1,T,0,1,0,F
e,w,7394,6686,7,1,T,0,1,0,F
w,7,4288,2174,7,1,T,0,1,0,F
e,e,4390,3937,1,1,T,0,1,0,F
g,p,5202,5468,3,1,T,0,1,0,F
p,t,5954,5501,9,1,T,0,1,0,F
t,5,9132,940,1,1,T,0,1,0,F
z,5,3643,5014,4,1,T,0,1,0,F
m,4,4242,5017,3,1,T,0,1,0,F
t,3,430,3934,10,1,T,0,1,0,F
g,i,7737,4638,9,1,T,0,1,0,F
r,y,6803,241,5,1,T,0,1,0,F
m,6,7304,3322,4,1,T,0,1,0,F
x,0,1334,7957,0,1,T,0,1,0,F
v,8,7761,1608,8,1,T,0,1,0,F
n,5,1264,9656,2,1,T,0,1,0,F
f,3,9531,6560,6,1,T,0,1,0,F
f,0,541,3583,0,1,T,0,1,0,F
c,0,8159,8222,10,1,T,0,1,0,F
z,2,5006,5586,9,1,T,0,1,0,F
b,r,4001,3923,0,1,T,0,1,0,F
h,5,7578,6529,6,1,T,0,1,0,F
c,8,7332,9595,10,1,T,0,1,0,F
x,t,4350,4191,0,1,T,0,1,0,F
s,p,3470,3223,7,1,T,0,1,0,F
l,e,6058,2766,10,1,T,0,1,0,F
n,i,1662,1671,7,1,T,0,1,0,F
t,7,7338,7626,3,1,T,0,1,0,F
d,r,8069,8166,3,1,T,0,1,0,F
l,y,1887,2002,3,1,T,0,1,0,F
t,9,1830,9524,9,1,T,0,1,0,F
q,e,2875,9949,6,1,T,0,1,0,F
k,w,3059,3123,10,1,T,0,1,0,F
q,5,4528,2147,10,1,T,0,1,0,F
u,i,9904,8557,1,1,T,0,1,0,F
m,i,6612,6916,6,1,T,0,1,0,F
a,9,7399,5969,4,1,T,0,1,0,F
f,r,3141,1054,4,1,T,0,1,0,F
m,y,9842,9769,2,1,T,0,1,0,F
f,e,5653,3885,2,1,T,0,1,0,F
e,1,1846,7389,3,1,T,0,1,0,F
a,6,9495,1462,6,1,T,0,1,0,F
h,8,2968,3565,9,1,T,0,1,0,F
s,5,6706,5668,4,1,T,0,1,0,F
l,o,8698,664,10,1,T,0,1,0,F
g,i,1603,5800,3,1,T,0,1,0,F
d,y,1231,8161,4,1,T,0,1,0,F
l,0,9425,6330,2,1,T,0,1,0,F
r,q,7112,371,3,1,T,0,1,0,F
t,u,8487,9740,4,1,T,0,1,0,F
p,1,6399,4227,8,1,T,0,1,0,F
f,6,4509,1526,0,1,T,0,1,0,F
h,o,5642,7328,2,1,T,0,1,0,F
n,i,2467,6657,9,1,T,0,1,0,F
m,o,7759,3902,8,1,T,0,1,0,F
d,t,1549,6761,6,1,T,0,1,0,F
a,i,4592,3134,5,1,T,0,1,0,F
k,t,6885,8121,9,1,T,0,1,0,F
e,y,2812,713,1,1,T,0,1,0,F
h,t,4927,2541,9,1,T,0,1,0,F
f,y,2598,4816,6,1,T,0,1,0,F
y,r,167,2154,4,1,T,0,1,0,F
c,p,4358,1341,9,1,T,0,1,0,F
k,r,7304,1068,3,1,T,0,1,0,F
a,8,1527,8611,0,1,T,0,1,0,F
d,e,5646,3386,6,1,T,0,1,0,F
n,6,8407,8010,4,1,T,0,1,0,F
g,6,1718,1325,10,1,T,0,1,0,F
e,7,9935,9792,9,1,T,0,1,0,F
y,2,9445,3150,10,1,T,0,1,0,F
a,i,8419,6964,6,1,T,0,1,0,F
j,6,9231,2261,6,1,T,0,1,0,F
c,i,9131,4896,6,1,T,0,1,0,F
v,r,7816,6013,5,1,T,0,1,0,F
q,0,4821,7304,5,1,T,0,1,0,F
l,w,9254,8943,7,1,T,0,1,0,F
y,e,2663,6049,3,1,T,0,1,0,F
j,2,8047,4714,1,1,T,0,1,0,F
g,q,3490,8372,9,1,T,0,1,0,F
k,4,9445,246,0,1,T,0,1,0,F
r,3,3271,3502,9,1,T,0,1,0,F
k,9,5763,4128,2,1,T,0,1,0,F
l,r,3417,61,2,1,T,0,1,0,F
y,3,4467,7900,0,1,T,0,1,0,F
s,9,9090,2873,10,1,T,0,1,0,F
g,w,2558,7602,5,1,T,0,1,0,F
u,2,9753,5567,6,1,T,0,1,0,F
p,8,4174,5271,8,1,T,0,1,0,F
n,6,6199,7528,6,1,T,0,1,0,F
r,q,2104,8273,4,1,T,0,1,0,F
s,9,2324,9061,9,1,T,0,1,0,F
g,e,4710,1951,3,1,T,0,1,0,F
l,q,4606,4747,4,1,T,0,1,0,F
r,t,918,9794,10,1,T,0,1,0,F
k,q,5434,6698,4,1,T,0,1,0,F
v,7,3987,5956,6,1,T,0,1,0,F
e,w,6688,1154,4,1,T,0,1,0,F
z,2,6727,2890,9,1,T,0,1,0,F
m,q,8122,6910,10,1,T,0,1,0,F
w,1,2113,7254,10,1,T,0,1,0,F
c,y,2377,6824,7,1,T,0,1,0,F
e,o,7343,5771,6,1,T,0,1,0,F
v,0,8100,747,8,1,T,0,1,0,F
y,i,3268,8035,7,1,T,0,1,0,F
e,9,3021,7986,5,1,T,0,1,0,F
i,5,6467,5278,1,1,T,0,1,0,F
k,8,3296,2611,2,1,T,0,1,0,F
j,w,262,3330,8,1,T,0,1,0,F
n,e,258,4450,9,1,T,0,1,0,F
y,6,2656,4806,10,1,T,0,1,0,F
c,i,7626,1942,1,1,T,0,1,0,F
l,e,5290,8516,8,1,T,0,1,0,F
m,q,2457,7036,0,1,T,0,1,0,F
w,1,6868,5088,4,1,T,0,1,0,F
l,r,6478,8617,0,1,T,0,1,0,F
k,9,1911,4807,4,1,T,0,1,0,F
j,4,514,9125,6,1,T,0,1,0,F
d,5,3088,9122,7,1,T,0,1,0,F
o,e,8032,1706,6,1,T,0,1,0,F
t,2,3828,2106,3,1,T,0,1,0,F
x,t,3984,4893,2,1,T,0,1,0,F
l,w,8736,5137,5,1,T,0,1,0,F
v,4,4839,5091,6,1,T,0,1,0,F
r,4,4095,791,10,1,T,0,1,0,F
k,u,5508,2747,1,1,T,0,1,0,F
d,p,3372,6582,1,1,T,0,1,0,F
y,p,8622,5240,8,1,T,0,1,0,F
w,i,6808,9746,2,1,T,0,1,0,F
d,7,3735,3280,8,1,T,0,1,0,F
m,e,7595,2074,2,1,T,0,1,0,F
c,9,9684,2983,9,1,T,0,1,0,F
m,0,723,4457,10,1,T,0,1,0,F
f,6,3010,2709,6,1,T,0,1,0,F
u,e,3641,6484,8,1,T,0,1,0,F
j,w,951,5649,5,1,T,0,1,0,F
i,4,1043,5214,1,1,T,0,1,0,F
t,r,4506,5650,9,1,T,0,1,0,F
u,o,4105,8414,3,1,T,0,1,0,F
r,9,4444,8976,6,1,T,0,1,0,F
j,o,2415,5767,4,1,T,0,1,0,F
a,r,5866,2650,8,1,T,0,1,0,F
j,y,8434,6205,9,1,T,0,1,0,F
b,o,1649,1045,8,1,T,0,1,0,F
k,0,69,120,6,1,T,0,1,0,F
k,p,3542,1332,2,1,T,0,1,0,F
t,t,2163,8578,1,1,T,0,1,0,F
w,o,1336,3691,9,1,T,0,1,0,F
r,t,5119,1458,3,1,T,0,1,0,F
y,9,1084,4318,9,1,T,0,1,0,F
p,t,4887,6592,5,1,T,0,1,0,F
p,0,1366,6393,3,1,T,0,1,0,F
g,7,8788,6768,8,1,T,0,1,0,F
i,o,191,1691,6,1,T,0,1,0,F
d,e,6739,146,6,1,T,0,1,0,F
k,0,6601,1870,7,1,T,0,1,0,F
r,q,5373,2502,0,1,T,0,1,0,F
c,i,734,5088,4,1,T,0,1,0,F
w,5,6120,4624,3,1,T,0,1,0,F
m,u,6681,9330,9,1,T,0,1,0,F
z,t,6740,4154,4,1,T,0,1,0,F
d,p,5287,3685,8,1,T,0,1,0,F
j,q,3886,4517,10,1,T,0,1,0,F
s,1,9448,1222,2,1,T,0,1,0,F
v,9,7840,7188,9,1,T,0,1,0,F
q,i,1109,2411,2,1,T,0,1,0,F
j,7,5440,5620,2,1,T,0,1,0,F
p,e,1312,6021,0,1,T,0,1,0,F
o,8,6722,3232,7,1,T,0,1,0,F
j,y,6857,5997,4,1,T,0,1,0,F
u,u,4595,6973,6,1,T,0,1,0,F
r,0,7415,4563,8,1,T,0,1,0,F
r,5,9129,325,4,1,T,0,1,0,F
v,8,6717,7694,9,1,T,0,1,0,F
f,u,9487,418,1,1,T,0,1,0,F
z,6,6085,7515,1,1,T,0,1,0,F
m,w,1927,5370,9,1,T,0,1,0,F
t,y,344,8580,3,1,T,0,1,0,F
m,4,7200,3627,3,1,T,0,1,0,F
l,3,8973,1861,10,1,T,0,1,0,F
m,w,5706,280,9,1,T,0,1,0,F
j,w,4829,1703,8,1,T,0,1,0,F
b,5,4399,6112,1,1,T,0,1,0,F
b,y,8197,2865,3,1,T,0,1,0,F
q,9,7224,980,6,1,T,0,1,0,F
a,2,9317,1691,2,1,T,0,1,0,F
h,r,6864,3243,7,1,T,0,1,0,F
r,2,4163,7222,9,1,T,0,1,0,F
t,p,3595,7012,8,1,T,0,1,0,F
p,i,293,6706,5,1,T,0,1,0,F
x,y,939,5246,4,1,T,0,1,0,F
w,9,9645,236,4,1,T,0,1,0,F
w,1,9415,5118,6,1,T,0,1,0,F
p,9,5144,7573,5,1,T,0,1,0,F
j,w,8100,8418,3,1,T,0,1,0,F
u,2,574,9640,6,1,T,0,1,0,F
m,8,4937,9949,10,1,T,0,1,0,F
h,q,2805,8941,0,1,T,0,1,0,F
x,5,8548,7214,8,1,T,0,1,0,F
t,r,1157,7215,0,1,T,0,1,0,F
k,7,1073,9675,5,1,T,0,1,0,F
w,8,4760,3365,7,1,T,0,1,0,F
q,u,6735,9147,8,1,T,0,1,0,F
h,w,1143,4214,3,1,T,0,1,0,F
z,r,7792,6874,5,1,T,0,1,0,F
y,5,6595,6774,0,1,T,0,1,0,F
u,0,2512,7327,3,1,T,0,1,0,F
y,1,6882,7310,7,1,T,0,1,0,F
r,6,1827,7912,9,1,T,0,1,0,F
u,4,7389,4993,6,1,T,0,1,0,F
e,2,4645,1078,7,1,T,0,1,0,F
f,i,4496,13,8,1,T,0,1,0,F
w,1,5655,3674,10,1,T,0,1,0,F
o,5,8869,4214,0,1,T,0,1,0,F
l,w,6159,41,5,1,T,0,1,0,F
l,r,7752,4189,6,1,T,0,1,0,F
q,7,4964,1756,7,1,T,0,1,0,F
i,7,6230,5908,7,1,T,0,1,0,F
s,y,1268,6364,6,1,T,0,1,0,F
w,4,3683,3194,3,1,T,0,1,0,F
w,e,5946,8152,5,1,T,0,1,0,F
u,t,6196,6747,5,1,T,0,1,0,F
g,5,1679,4902,9,1,T,0,1,0,F
z,q,2174,9014,10,1,T,0,1,0,F
a,y,6039,5853,8,1,T,0,1,0,F
c,u,7593,5900,9,1,T,0,1,0,F
w,3,1990,6543,7,1,T,0,1,0,F
c,4,2317,1888,8,1,T,0,1,0,F
n,8,6524,4233,4,1,T,0,1,0,F
d,5,9588,6805,5,1,T,0,1,0,F
j,7,5935,4331,1,1,T,0,1,0,F
d,3,8630,2634,3,1,T,0,1,0,F
i,p,6578,9807,0,1,T,0,1,0,F
d,4,8144,6143,1,1,T,0,1,0,F
w,3,2613,953,1,1,T,0,1,0,F
g,o,5607,241,8,1,T,0,1,0,F
g,i,5855,4914,6,1,T,0,1,0,F
n,y,6741,4769,0,1,T,0,1,0,F
p,9,6209,1627,9,1,T,0,1,0,F
y,9,6280,3507,8,1,T,0,1,0,F
s,8,5814,2847,5,1,T,0,1,0,F
u,w,9955,7625,7,1,T,0,1,0,F
g,9,396,1045,5,1,T,0,1,0,F
y,r,7356,2025,3,1,T,0,1,0,F
f,t,1419,5447,4,1,T,0,1,0,F
v,t,7720,3339,10,1,T,0,1,0,F
k,t,2756,8517,3,1,T,0,1,0,F
x,w,4426,5732,9,1,T,0,1,0,F
b,6,9588,2839,9,1,T,0,1,0,F
j,2,1535,5065,10,1,T,0,1,0,F
e,7,85,479,5,1,T,0,1,0,F
s,t,7911,1729,2,1,T,0,1,0,F
e,o,2198,5855,3,1,T,0,1,0,F
h,i,2360,9857,6,1,T,0,1,0,F
u,0,8287,6102,8,1,T,0,1,0,F
k,9,2944,5835,8,1,T,0,1,0,F
i,w,1291,2166,6,1,T,0,1,0,F
c,7,4434,8195,1,1,T,0,1,0,F
e,p,4188,8314,4,1,T,0,1,0,F
w,q,3483,1030,2,1,T,0,1,0,F
o,y,1346,8165,0,1,T,0,1,0,F
n,r,154,4859,1,1,T,0,1,0,F
n,8,1511,7540,9,1,T,0,1,0,F
e,9,6694,7284,3,1,T,0,1,0,F
z,8,7396,1006,2,1,T,0,1,0,F
v,2,508,2994,5,1,T,0,1,0,F
c,8,3763,8981,10,1,T,0,1,0,F
m,2,7520,5985,0,1,T,0,1,0,F
e,4,3294,450,6,1,T,0,1,0,F
f,q,6191,3119,9,1,T,0,1,0,F
d,o,6198,6382,9,1,T,0,1,0,F
k,0,8516,6392,2,1,T,0,1,0,F
q,7,1392,6219,2,1,T,0,1,0,F
s,3,1586,5914,7,1,T,0,1,0,F
w,i,2396,4291,3,1,T,0,1,0,F
q,0,842,5012,8,1,T,0,1,0,F
r,y,1572,9432,2,1,T,0,1,0,F
n,t,3100,7,1,1,T,0,1,0,F
b,y,4351,5329,0,1,T,0,1,0,F
z,p,5278,3726,4,1,T,0,1,0,F
p,r,146,8906,7,1,T,0,1,0,F
e,2,2119,8044,3,1,T,0,1,0,F
i,w,6226,4584,5,1,T,0,1,0,F
r,t,3516,1828,4,1,T,0,1,0,F
f,6,6249,2226,2,1,T,0,1,0,F
s,p,5610,7345,2,1,T,0,1,0,F
l,8,9216,653,2,1,T,0,1,0,F
b,u,3375,7946,7,1,T,0,1,0,F
p,e,7315,2305,5,1,T,0,1,0,F
k,2,7007,3395,5,1,T,0,1,0,F
i,w,5531,9858,2,1,T,0,1,0,F
m,o,1917,2769,10,1,T,0,1,0,F
p,p,3286,4265,2,1,T,0,1,0,F
u,7,928,9081,10,1,T,0,1,0,F
d,5,6807,7084,1,1,T,0,1,0,F
g,5,9291,4308,1,1,T,0,1,0,F
o,o,8695,6035,4,1,T,0,1,0,F
l,6,4399,4780,0,1,T,0,1,0,F
n,2,8743,9073,10,1,T,0,1,0,F
d,y,1834,4806,4,1,T,0,1,0,F
z,i,619,1041,9,1,T,0,1,0,F
f,w,9555,3423,5,1,T,0,1,0,F
k,u,1285,6559,1,1,T,0,1,0,F
t,3,6529,1417,6,1,T,0,1,0,F
m,1,9374,1844,1,1,T,0,1,0,F
h,7,4942,9661,9,1,T,0,1,0,F
e,4,5933,298,7,1,T,0,1,0,F
g,w,1278,8449,3,1,T,0,1,0,F
y,2,8296,9139,0,1,T,0,1,0,F
e,y,1511,8996,5,1,T,0,1,0,F
p,q,115,1674,9,1,T,0,1,0,F
g,w,558,7398,5,1,T,0,1,0,F
n,7,6810,2652,7,1,T,0,1,0,F
a,2,669,2838,8,1,T,0,1,0,F
y,2,1824,699,5,1,T,0,1,0,F
a,i,2893,194,7,1,T,0,1,0,F
b,3,6807,5347,10,1,T,0,1,0,F
y,4,8461,8386,2,1,T,0,1,0,F
n,t,7707,227,0,1,T,0,1,0,F
y,u,8487,2909,6,1,T,0,1,0,F
y,y,8079,8460,10,1,T,0,1,0,F
r,3,1706,2920,4,1,T,0,1,0,F
q,p,6253,2853,3,1,T,0,1,0,F
l,6,7745,2508,7,1,T,0,1,0,F
n,0,1088,5347,6,1,T,0,1,0,F
e,1,550,586,2,1,T,0,1,0,F
j,q,6913,6474,1,1,T,0,1,0,F
e,4,9114,585,5,1,T,0,1,0,F
